Estado,Cidade,Total_de_mortes,Populacao_inicial,Populacao_final
PI,Alagoinha do Piauí,13,7665,7651
PI,Alegrete do Piauí,9,4918,4915
PI,Alto Longá,15,14339,14304
PI,Altos,107,40605,40524
PI,Alvorada do Gurguéia,14,5445,5419
PI,Amarante,36,17604,17598
PI,Angical do Piauí,12,6783,6788
PI,Antônio Almeida,11,3170,3164
PI,Anísio de Abreu,15,9938,9880
PI,Aroazes,15,5827,5835
PI,Aroeiras do Itaim,2,2551,2551
PI,Arraial,3,4720,4727
PI,Assunção do Piauí,10,7863,7846
PI,Avelino Lopes,23,11326,11289
PI,Baixa Grande do Ribeiro,36,11671,11586
PI,Barra D'Alcântara,5,3952,3951
PI,Barras,105,47185,47066
PI,Barreiras do Piauí,4,3352,3348
PI,Barro Duro,12,7027,7032
PI,Batalha,40,26905,26857
PI,Bela Vista do Piauí,7,4030,4015
PI,Belém do Piauí,8,3587,3566
PI,Beneditinos,41,10473,10467
PI,Bertolínia,12,5507,5501
PI,Betânia do Piauí,4,6210,6205
PI,Boa Hora,7,6815,6781
PI,Bocaina,11,4505,4500
PI,Bom Jesus,52,25387,25179
PI,Bom Princípio do Piauí,14,5651,5630
PI,Bonfim do Piauí,9,5685,5670
PI,Boqueirão do Piauí,14,6426,6407
PI,Brasileira,21,8347,8329
PI,Brejo do Piauí,5,3848,3875
PI,Buriti dos Lopes,37,19807,19781
PI,Buriti dos Montes,11,8264,8244
PI,Cabeceiras do Piauí,17,10630,10586
PI,Cajazeiras do Piauí,2,3573,3559
PI,Cajueiro da Praia,21,7674,7642
PI,Caldeirão Grande do Piauí,3,5781,5776
PI,Campinas do Piauí,2,5620,5613
PI,Campo Alegre do Fidalgo,2,5069,5045
PI,Campo Grande do Piauí,11,5965,5943
PI,Campo Largo do Piauí,8,7311,7279
PI,Campo Maior,168,46893,46833
PI,Canavieira,7,3944,3950
PI,Canto do Buriti,50,21258,21187
PI,Capitão Gervásio Oliveira,11,4114,4100
PI,Capitão de Campos,30,11445,11417
PI,Caracol,17,10964,10916
PI,Caraúbas do Piauí,12,5890,5868
PI,Caridade do Piauí,5,5085,5067
PI,Castelo do Piauí,39,19715,19716
PI,Caxingó,2,5451,5424
PI,Cocal,50,27845,27787
PI,Cocal de Telha,13,4899,4891
PI,Cocal dos Alves,7,6168,6153
PI,Coivaras,6,4032,4020
PI,Colônia do Gurguéia,14,6516,6484
PI,Colônia do Piauí,6,7661,7656
PI,Conceição do Canindé,7,4807,4803
PI,Coronel José Dias,6,4685,4682
PI,Corrente,35,26709,26644
PI,Cristalândia do Piauí,4,8323,8294
PI,Cristino Castro,13,10444,10423
PI,Curimatá,18,11426,11388
PI,Currais,3,4968,4954
PI,Curral Novo do Piauí,2,5367,5343
PI,Curralinhos,3,4459,4443
PI,Demerval Lobão,39,13840,13817
PI,Dirceu Arcoverde,10,7029,7011
PI,Dom Expedito Lopes,12,6922,6904
PI,Dom Inocêncio,7,9565,9556
PI,Domingos Mourão,4,4354,4355
PI,Elesbão Veloso,33,14575,14602
PI,Eliseu Martins,16,4930,4915
PI,Esperantina,93,39848,39737
PI,Fartura do Piauí,6,5319,5307
PI,Flores do Piauí,5,4462,4463
PI,Floresta do Piauí,4,2560,2558
PI,Floriano,180,60025,59935
PI,Francinópolis,6,5347,5348
PI,Francisco Ayres,7,4323,4348
PI,Francisco Macedo,6,3200,3184
PI,Francisco Santos,8,9372,9319
PI,Fronteiras,11,11659,11625
PI,Geminiano,6,5460,5442
PI,Gilbués,7,10694,10690
PI,Guadalupe,28,10497,10499
PI,Guaribas,2,4568,4562
PI,Hugo Napoleão,9,3879,3877
PI,Ilha Grande,21,9457,9426
PI,Inhuma,28,15319,15308
PI,Ipiranga do Piauí,19,9838,9811
PI,Isaías Coelho,9,8566,8549
PI,Itainópolis,13,11551,11530
PI,Itaueira,27,11028,11019
PI,Jacobina do Piauí,4,5729,5741
PI,Jaicós,42,19170,19104
PI,Jardim do Mulato,4,4513,4504
PI,Jatobá do Piauí,10,4875,4865
PI,Jerumenha,7,4447,4452
PI,Joaquim Pires,32,14376,14354
PI,Joca Marques,8,5466,5443
PI,José de Freitas,88,39336,39208
PI,João Costa,4,3005,3008
PI,Juazeiro do Piauí,4,5485,5478
PI,Jurema,7,4777,4763
PI,Júlio Borges,15,5640,5627
PI,Lagoa Alegre,13,8577,8542
PI,Lagoa de São Francisco,4,6777,6758
PI,Lagoa do Barro do Piauí,9,4656,4655
PI,Lagoa do Piauí,6,4075,4064
PI,Lagoa do Sítio,13,5198,5177
PI,Lagoinha do Piauí,9,2858,2845
PI,Landri Sales,23,5283,5295
PI,Luzilândia,61,25504,25486
PI,Luís Correia,66,30438,30311
PI,Madeiro,6,8342,8310
PI,Manoel Emídio,19,5351,5349
PI,Marcolândia,21,8543,8492
PI,Marcos Parente,9,4547,4549
PI,Massapê do Piauí,3,6449,6441
PI,Matias Olímpio,14,10958,10936
PI,Miguel Alves,38,33833,33760
PI,Miguel Leão,3,1242,1246
PI,Milton Brandão,3,6608,6613
PI,Monsenhor Gil,44,10564,10564
PI,Monsenhor Hipólito,6,7767,7749
PI,Monte Alegre do Piauí,19,10615,10613
PI,Morro Cabeça no Tempo,4,4530,4532
PI,Morro do Chapéu do Piauí,7,6811,6796
PI,Murici dos Portelas,11,9209,9159
PI,Nazaré do Piauí,15,7322,7339
PI,Nazária,19,8602,8570
PI,Nossa Senhora de Nazaré,19,4891,4870
PI,Nossa Senhora dos Remédios,16,8723,8692
PI,Nova Santa Rita,4,4383,4374
PI,Novo Oriente do Piauí,13,6556,6565
PI,Novo Santo Antônio,5,3003,2991
PI,Oeiras,91,37085,37029
PI,Olho D'Água do Piauí,3,2468,2459
PI,Padre Marcos,9,6873,6868
PI,Paes Landim,8,4126,4129
PI,Pajeú do Piauí,9,3404,3389
PI,Palmeira do Piauí,6,5036,5043
PI,Palmeirais,24,14587,14539
PI,Paquetá,9,3937,3945
PI,Parnaguá,10,10819,10791
PI,Parnaíba,482,153482,153078
PI,Passagem Franca do Piauí,11,4323,4313
PI,Patos do Piauí,12,6406,6392
PI,Pau D'Arco do Piauí,5,4065,4045
PI,Paulistana,18,20554,20523
PI,Pavussu,15,3669,3677
PI,Pedro II,115,38778,38742
PI,Pedro Laurentino,2,2544,2536
PI,Picos,182,78431,78222
PI,Pimenteiras,31,12139,12127
PI,Pio IX,23,18459,18425
PI,Piracuruca,106,28874,28791
PI,Piripiri,209,63787,63742
PI,Porto,15,12608,12568
PI,Porto Alegre do Piauí,4,2720,2710
PI,Prata do Piauí,5,3150,3151
PI,Queimada Nova,6,9017,8992
PI,Redenção do Gurguéia,21,8796,8778
PI,Regeneração,26,17979,17978
PI,Riacho Frio,5,4309,4312
PI,Ribeira do Piauí,7,4488,4477
PI,Ribeiro Gonçalves,16,7376,7341
PI,Rio Grande do Piauí,9,6433,6432
PI,Santa Cruz do Piauí,15,6247,6240
PI,Santa Cruz dos Milagres,2,4033,4019
PI,Santa Filomena,4,6254,6253
PI,Santa Luz,8,5882,5860
PI,Santa Rosa do Piauí,6,5255,5257
PI,Santana do Piauí,8,4642,4634
PI,Santo Antônio de Lisboa,5,6441,6415
PI,Santo Antônio dos Milagres,3,2166,2161
PI,Santo Inácio do Piauí,6,3803,3798
PI,Sebastião Barros,3,3451,3469
PI,Sebastião Leal,9,4303,4294
PI,Sigefredo Pacheco,15,10058,10041
PI,Simplício Mendes,50,12746,12711
PI,Simões,15,14649,14633
PI,Socorro do Piauí,7,4563,4569
PI,Sussuapara,14,6767,6730
PI,São Braz do Piauí,13,4451,4448
PI,São Francisco de Assis do Piauí,3,5779,5755
PI,São Francisco do Piauí,10,6420,6423
PI,São Félix do Piauí,4,2932,2942
PI,São Gonçalo do Gurguéia,5,3057,3041
PI,São Gonçalo do Piauí,8,5030,5015
PI,São José do Divino,13,5354,5346
PI,São José do Peixe,3,3741,3745
PI,São José do Piauí,9,6700,6705
PI,São João da Canabrava,8,4614,4608
PI,São João da Fronteira,7,6064,6042
PI,São João da Serra,17,6122,6139
PI,São João da Varjota,2,4848,4840
PI,São João do Arraial,10,8038,7989
PI,São João do Piauí,38,20662,20601
PI,São Julião,14,6371,6363
PI,São Lourenço do Piauí,3,4577,4573
PI,São Luis do Piauí,1,2646,2644
PI,São Miguel da Baixa Grande,3,2454,2452
PI,São Miguel do Fidalgo,4,3038,3039
PI,São Miguel do Tapuio,14,17639,17662
PI,São Pedro do Piauí,32,14324,14291
PI,São Raimundo Nonato,68,34877,34710
PI,Tamboril do Piauí,8,2929,2919
PI,Tanque do Piauí,1,2773,2765
PI,Teresina,2760,868075,864845
PI,União,72,44569,44485
PI,Uruçuí,69,21655,21558
PI,Valença do Piauí,75,20929,20918
PI,Vera Mendes,3,3080,3077
PI,Vila Nova do Piauí,3,2952,2971
PI,Várzea Branca,12,4938,4947
PI,Várzea Grande,1,4386,4391
PI,Wall Ferraz,3,4471,4462
PI,Água Branca,77,17470,17411
PR,Abatiá,21,7408,7457
PR,Adrianópolis,29,5857,5919
PR,Agudos do Sul,33,9470,9371
PR,Almirante Tamandaré,439,120041,118623
PR,Altamira do Paraná,12,1682,1942
PR,Alto Paraná,26,14859,14770
PR,Alto Paraíso,9,2685,2741
PR,Alto Piquiri,28,9778,9836
PR,Altônia,48,22176,22056
PR,Alvorada do Sul,31,11503,11406
PR,Amaporã,8,6332,6257
PR,Ampére,60,19311,19152
PR,Anahy,13,2788,2801
PR,Andirá,93,19926,20031
PR,Antonina,74,18949,18980
PR,Antônio Olinto,16,7427,7434
PR,Apucarana,496,136234,134996
PR,Arapongas,584,124810,123027
PR,Arapoti,67,28300,28115
PR,Arapuã,7,3009,3068
PR,Araruna,37,14000,13970
PR,Araucária,544,146214,143843
PR,Ariranha do Ivaí,4,2066,2108
PR,Assaí,58,14954,15119
PR,Assis Chateaubriand,133,33340,33362
PR,Astorga,94,26209,26111
PR,Atalaia,23,3881,3892
PR,Balsa Nova,37,13092,12941
PR,Bandeirantes,148,31211,31367
PR,Barbosa Ferraz,45,11426,11568
PR,Barra do Jacaré,7,2781,2781
PR,Barracão,37,10312,10275
PR,Bela Vista da Caroba,7,3457,3511
PR,Bela Vista do Paraíso,82,15399,15397
PR,Bituruna,22,16400,16389
PR,Boa Esperança,19,4047,4105
PR,Boa Esperança do Iguaçu,0,2470,2503
PR,Boa Ventura de São Roque,8,6365,6387
PR,Boa Vista da Aparecida,35,7540,7591
PR,Bocaiúva do Sul,29,13129,12944
PR,Bom Jesus do Sul,7,3506,3541
PR,Bom Sucesso,20,7068,7032
PR,Bom Sucesso do Sul,9,3254,3264
PR,Borrazópolis,34,6439,6592
PR,Braganey,9,5382,5427
PR,Brasilândia do Sul,12,2585,2651
PR,Cafeara,12,2954,2934
PR,Cafelândia,38,18456,18120
PR,Cafezal do Sul,8,4009,4044
PR,Califórnia,39,8606,8570
PR,Cambará,66,25466,25360
PR,Cambira,28,7917,7865
PR,Cambé,355,107341,106533
PR,Campina Grande do Sul,170,43685,43288
PR,Campina da Lagoa,62,14043,14202
PR,Campina do Simão,16,3859,3887
PR,Campo Bonito,14,3763,3833
PR,Campo Largo,511,133865,132002
PR,Campo Magro,92,29740,29318
PR,Campo Mourão,349,95488,94859
PR,Campo do Tenente,20,8045,7971
PR,Candói,33,16053,15979
PR,Cantagalo,30,13329,13317
PR,Capanema,29,19148,19124
PR,Capitão Leônidas Marques,32,15834,15780
PR,Carambeí,70,23825,23415
PR,Carlópolis,34,14356,14320
PR,Cascavel,1101,332333,328454
PR,Castro,250,71809,71484
PR,Catanduvas,21,10167,10189
PR,Centenário do Sul,36,10764,10827
PR,Cerro Azul,55,17833,17779
PR,Chopinzinho,52,19167,19254
PR,Cianorte,185,83816,82620
PR,Cidade Gaúcha,34,12797,12652
PR,Clevelândia,89,16450,16559
PR,Colombo,893,246540,243726
PR,Colorado,77,24145,24012
PR,Congonhinhas,29,8857,8818
PR,Conselheiro Mairinck,17,3876,3860
PR,Contenda,73,18837,18584
PR,Corbélia,45,17117,17071
PR,Cornélio Procópio,169,47842,47845
PR,Coronel Domingos Soares,18,7518,7497
PR,Coronel Vivida,84,20580,20734
PR,Corumbataí do Sul,8,3127,3219
PR,Cruz Machado,26,18741,18708
PR,Cruzeiro do Iguaçu,14,4240,4252
PR,Cruzeiro do Oeste,86,20947,20932
PR,Cruzeiro do Sul,12,4449,4469
PR,Cruzmaltina,7,2921,2950
PR,Curitiba,7813,1948626,1933105
PR,Curiúva,34,15196,15101
PR,Cândido de Abreu,19,14809,15018
PR,Céu Azul,34,11819,11765
PR,Diamante D'Oeste,19,5266,5253
PR,Diamante do Norte,16,5030,5087
PR,Diamante do Sul,17,3424,3439
PR,Dois Vizinhos,100,41038,40641
PR,Douradina,13,8869,8747
PR,Doutor Camargo,17,5983,5979
PR,Doutor Ulysses,8,5552,5580
PR,Engenheiro Beltrão,30,13981,14000
PR,Entre Rios do Oeste,6,4596,4539
PR,Enéas Marques,17,5933,5961
PR,Esperança Nova,8,1665,1698
PR,Espigão Alto do Iguaçu,7,4048,4117
PR,Farol,8,3041,3089
PR,Faxinal,74,17316,17251
PR,Fazenda Rio Grande,476,102004,100209
PR,Fernandes Pinheiro,13,5602,5646
PR,Figueira,28,7696,7770
PR,Flor da Serra do Sul,25,4603,4624
PR,Floraí,12,4906,4929
PR,Floresta,22,6851,6774
PR,Florestópolis,35,10453,10548
PR,Flórida,12,2699,2689
PR,Formosa do Oeste,22,6460,6578
PR,Foz do Iguaçu,1204,258248,258532
PR,Foz do Jordão,17,4556,4650
PR,Francisco Alves,7,5993,6046
PR,Francisco Beltrão,278,92216,91093
PR,Fênix,8,4748,4762
PR,General Carneiro,35,13685,13710
PR,Godoy Moreira,4,2898,2946
PR,Goioerê,73,28808,28884
PR,Goioxim,6,7053,7111
PR,Grandes Rios,18,5497,5618
PR,Guairaçá,16,6609,6581
PR,Guamiranga,21,8811,8739
PR,Guapirama,15,3784,3802
PR,Guaporema,5,2241,2243
PR,Guaraci,9,5530,5502
PR,Guaraniaçu,31,12217,12472
PR,Guarapuava,606,182644,181504
PR,Guaraqueçaba,19,7594,7636
PR,Guaratuba,185,37527,37067
PR,Guaíra,103,33310,33119
PR,Honório Serpa,11,5119,5211
PR,Ibaiti,162,31644,31364
PR,Ibema,25,6370,6352
PR,Ibiporã,187,55131,54558
PR,Icaraíma,16,7786,7904
PR,Iguaraçu,23,4440,4404
PR,Iguatu,12,2253,2256
PR,Imbaú,59,13282,13111
PR,Imbituva,114,32940,32564
PR,Importados/Indefinidos,220,0,0
PR,Inajá,10,3116,3109
PR,Indianópolis,12,4465,4457
PR,Inácio Martins,19,11121,11125
PR,Ipiranga,32,15251,15172
PR,Iporã,21,13782,13926
PR,Iracema do Oeste,5,2251,2288
PR,Irati,191,61088,60727
PR,Iretama,21,10098,10169
PR,Itaguajé,9,4446,4466
PR,Itaipulândia,22,11385,11176
PR,Itambaracá,19,6549,6582
PR,Itambé,36,6109,6108
PR,Itapejara d'Oeste,46,12094,11964
PR,Itaperuçu,122,29070,28634
PR,Itaúna do Sul,6,2781,2865
PR,Ivaiporã,96,31935,31984
PR,Ivatuba,13,3279,3259
PR,Ivaté,4,8240,8185
PR,Ivaí,25,13965,13879
PR,Jaboti,14,5303,5274
PR,Jacarezinho,109,39322,39378
PR,Jaguapitã,65,13742,13620
PR,Jaguariaíva,156,35027,34857
PR,Jandaia do Sul,85,21230,21176
PR,Janiópolis,20,5095,5245
PR,Japira,15,4930,4994
PR,Japurá,17,9500,9425
PR,Jardim Alegre,33,11196,11328
PR,Jardim Olinda,2,1320,1331
PR,Jataizinho,45,12638,12588
PR,Jesuítas,21,8330,8412
PR,Joaquim Távora,54,12009,11908
PR,Jundiaí do Sul,8,3269,3292
PR,Juranda,31,7292,7340
PR,Jussara,7,7041,7013
PR,Kaloré,28,4047,4100
PR,Lapa,137,48410,48163
PR,Laranjal,13,5784,5852
PR,Laranjeiras do Sul,92,32139,32073
PR,Leópolis,13,3925,3954
PR,Lidianópolis,10,3231,3310
PR,Lindoeste,10,4592,4676
PR,Loanda,60,23242,23086
PR,Lobato,15,4819,4787
PR,Londrina,2228,575377,569733
PR,Luiziana,15,7240,7262
PR,Lunardelli,7,4744,4794
PR,Lupionópolis,20,4945,4920
PR,Mallet,14,13663,13630
PR,Mamborê,29,13014,13132
PR,Mandaguari,127,34515,34400
PR,Mandaguaçu,86,23100,22819
PR,Mandirituba,94,27315,26869
PR,Manfrinópolis,5,2506,2571
PR,Mangueirinha,52,16642,16714
PR,Manoel Ribas,31,13510,13502
PR,Marechal Cândido Rondon,153,53495,52944
PR,Maria Helena,5,5634,5677
PR,Marialva,135,35804,35496
PR,Marilena,19,7084,7076
PR,Mariluz,53,10336,10345
PR,Marilândia do Sul,42,8814,8836
PR,Maringá,1605,430157,423666
PR,Maripá,19,5582,5603
PR,Mariópolis,25,6632,6610
PR,Marmeleiro,47,14387,14367
PR,Marquinho,8,4340,4405
PR,Marumbi,13,4677,4679
PR,Matelândia,67,18107,17943
PR,Matinhos,146,35219,34720
PR,Mato Rico,5,3206,3272
PR,Mauá da Serra,25,10800,10601
PR,Medianeira,144,46574,46198
PR,Mercedes,8,5577,5536
PR,Mirador,3,2196,2213
PR,Miraselva,8,1796,1806
PR,Missal,21,10704,10702
PR,Moreira Sales,39,12042,12121
PR,Morretes,58,16446,16406
PR,Munhoz de Melo,9,4009,3984
PR,Nossa Senhora das Graças,10,4008,4008
PR,Nova Aliança do Ivaí,2,1551,1543
PR,Nova América da Colina,9,3434,3445
PR,Nova Aurora,45,10299,10472
PR,Nova Cantu,20,5061,5302
PR,Nova Esperança,85,27984,27904
PR,Nova Esperança do Sudoeste,11,5030,5046
PR,Nova Fátima,14,8136,8153
PR,Nova Laranjeiras,12,11507,11554
PR,Nova Londrina,31,13200,13213
PR,Nova Olímpia,20,5826,5806
PR,Nova Prata do Iguaçu,23,10544,10548
PR,Nova Santa Bárbara,21,4277,4249
PR,Nova Santa Rosa,17,8266,8219
PR,Nova Tebas,17,5448,5649
PR,Novo Itacolomi,7,2840,2844
PR,Ortigueira,50,21960,22141
PR,Ourizona,13,3425,3428
PR,Ouro Verde do Oeste,33,6016,5996
PR,Paiçandu,137,41773,41281
PR,Palmas,164,51755,50986
PR,Palmeira,94,33994,33877
PR,Palmital,39,12960,13172
PR,Palotina,93,32121,31846
PR,Paranacity,28,11580,11472
PR,Paranaguá,571,156174,154936
PR,Paranapoema,3,3241,3203
PR,Paranavaí,303,88922,88374
PR,Paraíso do Norte,48,14023,13830
PR,Pato Bragado,11,5684,5610
PR,Pato Branco,312,83843,82881
PR,Paula Freitas,16,5908,5873
PR,Paulo Frontin,2,7387,7354
PR,Peabiru,40,14007,13996
PR,Perobal,8,6160,6127
PR,Pinhais,607,133490,132157
PR,Pinhal de São Bento,1,2737,2731
PR,Pinhalão,21,6324,6326
PR,Pinhão,89,32559,32391
PR,Piraquara,349,114970,113036
PR,Piraí do Sul,85,25617,25463
PR,Pitanga,53,29994,30310
PR,Pitangueiras,14,3262,3224
PR,Piên,31,12882,12746
PR,Planaltina do Paraná,7,4272,4263
PR,Planalto,20,13431,13479
PR,Ponta Grossa,1348,355336,351736
PR,Pontal do Paraná,129,27915,27284
PR,Porecatu,49,12748,12914
PR,Porto Amazonas,22,4874,4848
PR,Porto Barreiro,4,3184,3237
PR,Porto Rico,6,2556,2559
PR,Porto Vitória,6,4061,4065
PR,Prado Ferreira,18,3780,3753
PR,Pranchita,8,5095,5157
PR,Presidente Castelo Branco,14,5351,5306
PR,Primeiro de Maio,33,11130,11123
PR,Prudentópolis,109,52513,52241
PR,Pérola,33,11321,11234
PR,Pérola d'Oeste,8,6288,6347
PR,Quarto Centenário,6,4465,4512
PR,Quatiguá,32,7477,7449
PR,Quatro Barras,103,23911,23559
PR,Quatro Pontes,9,4029,4015
PR,Quedas do Iguaçu,80,34409,34103
PR,Querência do Norte,10,12232,12206
PR,Quinta do Sol,10,4508,4573
PR,Quitandinha,60,19221,19049
PR,Ramilândia,12,4476,4451
PR,Rancho Alegre,6,3784,3808
PR,Rancho Alegre D'Oeste,9,2628,2655
PR,Realeza,42,16950,16922
PR,Rebouças,42,14946,14899
PR,Renascença,22,6787,6802
PR,Reserva,80,26825,26715
PR,Reserva do Iguaçu,9,8069,8010
PR,Ribeirão Claro,21,10645,10668
PR,Ribeirão do Pinhal,52,12948,13029
PR,Rio Azul,24,15336,15236
PR,Rio Bom,13,3182,3203
PR,Rio Bonito do Iguaçu,14,13255,13269
PR,Rio Branco do Ivaí,13,4109,4096
PR,Rio Branco do Sul,161,32517,32397
PR,Rio Negro,72,34411,34170
PR,Rolândia,266,67383,66580
PR,Roncador,20,9645,9849
PR,Rondon,19,9622,9579
PR,Rosário do Ivaí,9,4689,4786
PR,Sabáudia,26,6891,6827
PR,Salgado Filho,11,3483,3580
PR,Salto do Itararé,38,4898,4935
PR,Salto do Lontra,29,14872,14785
PR,Santa Amélia,11,3266,3324
PR,Santa Cecília do Pavão,13,3293,3334
PR,Santa Cruz de Monte Castelo,19,7751,7800
PR,Santa Fé,48,12186,12037
PR,Santa Helena,85,26767,26490
PR,Santa Inês,3,1594,1596
PR,Santa Isabel do Ivaí,30,8523,8562
PR,Santa Izabel do Oeste,35,14794,14659
PR,Santa Lúcia,8,3793,3813
PR,Santa Maria do Oeste,29,9410,9615
PR,Santa Mariana,53,11622,11724
PR,Santa Mônica,12,4017,3981
PR,Santa Tereza do Oeste,35,10096,10139
PR,Santa Terezinha de Itaipu,110,23699,23465
PR,Santana do Itararé,30,4954,4992
PR,Santo Antônio da Platina,154,46251,45993
PR,Santo Antônio do Caiuá,9,2626,2641
PR,Santo Antônio do Paraíso,4,2068,2106
PR,Santo Antônio do Sudoeste,31,20261,20166
PR,Santo Inácio,18,5416,5438
PR,Sapopema,18,6722,6736
PR,Sarandi,325,97803,96688
PR,Saudade do Iguaçu,15,5539,5500
PR,Sengés,61,19385,19327
PR,Serranópolis do Iguaçu,13,4477,4495
PR,Sertaneja,17,5216,5284
PR,Sertanópolis,51,16413,16369
PR,Siqueira Campos,85,21249,21016
PR,Sulina,7,2930,2981
PR,São Carlos do Ivaí,19,6920,6878
PR,São Jerônimo da Serra,31,11128,11170
PR,São Jorge d'Oeste,34,9028,9050
PR,São Jorge do Ivaí,16,5543,5551
PR,São Jorge do Patrocínio,7,5586,5641
PR,São José da Boa Vista,24,6160,6206
PR,São José das Palmeiras,12,3627,3654
PR,São José dos Pinhais,1108,329058,323340
PR,São João,25,10181,10241
PR,São João do Caiuá,12,5837,5855
PR,São João do Ivaí,26,10056,10219
PR,São João do Triunfo,10,15241,15120
PR,São Manoel do Paraná,2,2163,2160
PR,São Mateus do Sul,86,46705,46261
PR,São Miguel do Iguaçu,78,27576,27452
PR,São Pedro do Iguaçu,19,5820,5897
PR,São Pedro do Ivaí,49,11046,10981
PR,São Pedro do Paraná,1,2289,2313
PR,São Sebastião da Amoreira,28,8859,8853
PR,São Tomé,5,5750,5722
PR,Tamarana,38,15040,14797
PR,Tamboara,13,5158,5120
PR,Tapejara,36,16345,16205
PR,Tapira,13,5495,5539
PR,Teixeira Soares,15,12567,12367
PR,Telêmaco Borba,390,79792,78974
PR,Terra Boa,58,17200,17094
PR,Terra Rica,29,16924,16789
PR,Terra Roxa,43,17522,17481
PR,Tibagi,93,20607,20522
PR,Tijucas do Sul,76,17084,16868
PR,Toledo,464,142645,140635
PR,Tomazina,29,7807,7918
PR,Três Barras do Paraná,56,12038,12040
PR,Tunas do Paraná,23,9022,8769
PR,Tuneiras do Oeste,24,8533,8566
PR,Tupãssi,23,8109,8124
PR,Turvo,36,13095,13215
PR,Ubiratã,96,20909,21013
PR,Umuarama,326,112500,111557
PR,Uniflor,4,2614,2605
PR,União da Vitória,141,57913,57517
PR,Uraí,33,11273,11314
PR,Ventania,46,12088,11892
PR,Vera Cruz do Oeste,48,8454,8521
PR,Verê,23,7174,7257
PR,Virmond,6,4022,4023
PR,Vitorino,37,6859,6838
PR,Wenceslau Braz,85,19386,19414
PR,Xambrê,8,5630,5679
PR,Ângulo,7,2930,2928
RJ,Angra dos Reis,540,207044,203785
RJ,Aperibé,31,11901,11759
RJ,Araruama,484,134293,132400
RJ,Areal,51,12669,12572
RJ,Armação dos Búzios,73,34477,33870
RJ,Arraial do Cabo,44,30593,30349
RJ,Barra Mansa,665,184833,184412
RJ,Barra do Piraí,390,100764,100374
RJ,Belford Roxo,917,513118,510906
RJ,Bom Jardim,51,27616,27446
RJ,Bom Jesus do Itabapoana,108,37203,37096
RJ,Cabo Frio,854,230378,226525
RJ,Cachoeiras de Macacu,109,59303,58937
RJ,Cambuci,40,15514,15505
RJ,Campos dos Goytacazes,1907,511168,507548
RJ,Cantagalo,29,20168,20172
RJ,Carapebus,16,16586,16301
RJ,Cardoso Moreira,17,12821,12823
RJ,Carmo,50,19030,18895
RJ,Casimiro de Abreu,148,45041,44184
RJ,Comendador Levy Gasparian,32,8576,8561
RJ,Conceição de Macabu,78,23398,23228
RJ,Cordeiro,22,22041,21926
RJ,Duas Barras,7,11528,11492
RJ,Duque de Caxias,1702,924624,919596
RJ,Engenheiro Paulo de Frontin,66,14071,14002
RJ,Guapimirim,190,61388,60517
RJ,Iguaba Grande,141,28837,28310
RJ,Importados/Indefinidos,1,0,0
RJ,Itaboraí,834,242543,240592
RJ,Itaguaí,398,134819,133019
RJ,Italva,31,15299,15207
RJ,Itaocara,81,23222,23234
RJ,Itaperuna,268,103800,103224
RJ,Itatiaia,71,32064,31805
RJ,Japeri,142,105548,104768
RJ,Laje do Muriaé,14,7326,7355
RJ,Macaé,763,261501,256672
RJ,Macuco,12,5623,5599
RJ,Magé,640,246433,245071
RJ,Mangaratiba,161,45220,44468
RJ,Maricá,640,164504,161207
RJ,Mendes,60,18648,18614
RJ,Mesquita,490,176569,176103
RJ,Miguel Pereira,77,25581,25538
RJ,Miracema,143,27154,27174
RJ,Natividade,28,15311,15317
RJ,Nilópolis,561,162693,162485
RJ,Niterói,2369,515317,513584
RJ,Nova Friburgo,852,191158,190631
RJ,Nova Iguaçu,2058,823302,821128
RJ,Paracambi,133,52683,52257
RJ,Paraty,88,43680,43165
RJ,Paraíba do Sul,170,44518,44285
RJ,Paty do Alferes,98,27858,27769
RJ,Petrópolis,1488,306678,306191
RJ,Pinheiral,77,25364,25156
RJ,Piraí,104,29545,29277
RJ,Porciúncula,90,18960,18847
RJ,Porto Real,41,19974,19683
RJ,Quatis,29,14435,14302
RJ,Queimados,227,151335,150319
RJ,Quissamã,78,25126,24700
RJ,Resende,505,132312,131341
RJ,Rio Bonito,241,60573,60201
RJ,Rio Claro,65,18605,18529
RJ,Rio das Flores,17,9344,9284
RJ,Rio das Ostras,502,155193,150674
RJ,Rio de Janeiro,34102,6747815,6718903
RJ,Santa Maria Madalena,11,10392,10404
RJ,Santo Antônio de Pádua,157,42594,42479
RJ,Sapucaia,118,18249,18228
RJ,Saquarema,312,90583,89170
RJ,Seropédica,203,83092,82312
RJ,Silva Jardim,31,21774,21774
RJ,Sumidouro,56,15667,15623
RJ,São Fidélis,98,38710,38669
RJ,São Francisco de Itabapoana,102,42210,42205
RJ,São Gonçalo,3170,1091737,1084839
RJ,São José de Ubá,8,7206,7171
RJ,São José do Vale do Rio Preto,75,21916,21795
RJ,São João da Barra,22,36423,36102
RJ,São João de Meriti,1307,472906,472406
RJ,São Pedro da Aldeia,325,106049,104476
RJ,São Sebastião do Alto,29,9387,9357
RJ,Tanguá,130,34610,34309
RJ,Teresópolis,904,184240,182594
RJ,Trajano de Moraes,5,10640,10626
RJ,Três Rios,274,82142,81804
RJ,Valença,204,76869,76523
